"Error while creating image","Error cuando se creaba la imagen"
"This content requires last version of Adobe Flash Player. <a href=""%s"">Get Flash</a>","Este contenido requiere la última versión de Adobe Flash Player. <a href=""%s"">Obtener Flash</a>"
"Image not exists or invalid","Imagen no existe o incorrecta"
