ACK; TBK_ORDEN_COMPRA=100000054; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=949000; TBK_CODIGO_AUTORIZACION=138375; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=030236; TBK_ID_SESION=1; TBK_ID_TRANSACCION=703661737; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=0d88580d4588a0146632dd28593c2b173fd8281980349f0c9b3a7b414b9ae0be538d60d218764721ea100bd9205a310f78ac8d3efd5b6400544b0d168045e45afa7c86c966dbc8cd2285cdf3cdd61c00712e144b1ea71e69a3744de022f6628224a5c870f3c4d86ccceb6922879de845e3f976efab257852d6c8c154ce0f013f
ACK; TBK_ORDEN_COMPRA=100000055; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=949000; TBK_CODIGO_AUTORIZACION=724461; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=034227; TBK_ID_SESION=1; TBK_ID_TRANSACCION=706052843; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=6ddd8eb54fa930e70c686cd3a07ffa8f90cd98f6b95dcc8940343eaf5fae03672a579992872d098e56c01c77aadbbca929c506044b6eaddfa463a0eb1dd5a5bdbfe1a59a8631bdb14ca21a8e15a582c3b3f6725ba254b8f8d7ca8a5e0814239562f2109a238509e7ead38076a472c6e2307a3d372c7c435135f7ca8bd89b534f
ACK; TBK_ORDEN_COMPRA=100000056; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=904000; TBK_CODIGO_AUTORIZACION=129107; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=034645; TBK_ID_SESION=1; TBK_ID_TRANSACCION=706310156; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=b20064eaf71703fa15468974752d02210607f274500cc25d9bcd1fceae7471b2ed65e562c9813e87128251d47a7e86ed22e94b65da41f4803c52dbdeec03844ecf431c016de4e17654a488c4c7c459fe94a53272b256e87585da3b35d6f9ce4030b8c023c9fa2b9b51392d0d36b6fdd1d959677d9acc283c71bd79b9dc5fbade
ACK; TBK_ORDEN_COMPRA=100000057; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=859000; TBK_CODIGO_AUTORIZACION=763546; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=045338; TBK_ID_SESION=1; TBK_ID_TRANSACCION=710324584; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=24b3b9b79f46405ab1cbbcd9b8b0e9bac23d691a266562a5bdba727ad5a300391c115600e47f489c46cbefe9b928c2cffc4f825c365496057fba3278af0a23701acce9d48933c43be8896d0745d4cfc9928aa8162f130e3685cbdedde62ef8e988424aee0ab51d9998b2f3dde09982e9da5773713885919646c6936db304cc94
ACK; TBK_ORDEN_COMPRA=100000059; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=859000; TBK_CODIGO_AUTORIZACION=321994; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=053047; TBK_ID_SESION=1; TBK_ID_TRANSACCION=712553239; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=6f241acf2f911411a93f2af3d8acf206c224e4f155790108086515bf1979d47bcdae2160886c2bfd8146528752347e510bb46073cafc1f85f0e958146d7e4ef2d79852e97da12fbc19ff8e6dc7496b0c5ae1f66658a329e31c37955bfc8cbf2effba6631a94957f307f34089f999b5acb815045b3b797ec590caf566c8a80b8b
ACK; TBK_ORDEN_COMPRA=100000060; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=1658200; TBK_CODIGO_AUTORIZACION=111048; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=060037; TBK_ID_SESION=1; TBK_ID_TRANSACCION=714341522; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=46eb08d9ef93dc525f819d849bdde79905cecdf568699bd15ba969fb0eaf21514149cf5b9c927193b6a66e967daec4dbb4eef3c9122195b90734f81a47ec958d1e2d6af973af61b883b55fec7e2f2d9487c9727dee5db19e8852b6b7c3e5cf6e7f58b871685fc77359be7362f54cffe4210d6e8f1af85ec983fc476e4bf74350
ACK; TBK_ORDEN_COMPRA=100000061; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=859000; TBK_CODIGO_AUTORIZACION=194075; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=060542; TBK_ID_SESION=1; TBK_ID_TRANSACCION=714647435; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=a5e762303a332712b0b4a87460aa37d3b64cceaba9a0eb62b27417fb1eb72e5a571e141caf00bf391034114e9e5cfa8bbbf28e59210c5cd7fa04a14c98a96eea892d1ac8f9ff7623cf6e28a48d6dc47fade17e5a78fb4c646a3311e69e5cf0c432f7dbbb27cbc3532ac33fa03379728561dad64f16740c4caa02bd579fe28ec3
ACK; TBK_ORDEN_COMPRA=100000062; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=2018200; TBK_CODIGO_AUTORIZACION=190805; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=061703; TBK_ID_SESION=1; TBK_ID_TRANSACCION=715329060; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=97eb76d8f1b2283ebacb594fff6011e51c473ba9a42ed358dc209cf59ce1946f4c50ba2662d3b6a309fcec40ba55f193ee7f89327d2f322cd94de8d2918e76c09f68837df77fc4cc1660c4bb8d7c02f9380bca35462ea0b35208eedd37fe8f6aa36f051a0bdb99fe9e4aa5f26b9e48712ac66f252c8dc4a75cc840493dfdd456
ACK; TBK_ORDEN_COMPRA=100000063; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=1219000; TBK_CODIGO_AUTORIZACION=494265; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=062401; TBK_ID_SESION=1; TBK_ID_TRANSACCION=715746567; TBK_TIPO_PAGO=SI; TBK_NUMERO_CUOTAS=3; TBK_VCI=TSY; TBK_MAC=81b0d982bca7d939052d8cd01e1aeff9fa4e9e51f3d8394216354573f40d3fbdb94cc0f62e44c815aca423094147172c4a0d0f4c1c02ba2f32eba30a38ae448e7d2becf7cb2d22b37206ae32539e5dd2f16792bb0eedb73e11b4a9ceeb3f23fb69b841e7b52253745601c84839b4293d73348e0fe557cb62a33cbdb0313c20eb
ACK; TBK_ORDEN_COMPRA=100000064; TBK_CODIGO_COMERCIO=597026007976; TBK_TIPO_TRANSACCION=TR_NORMAL; TBK_RESPUESTA=0; TBK_MONTO=4537400; TBK_CODIGO_AUTORIZACION=198636; TBK_FINAL_NUMERO_TARJETA=6623; TBK_FECHA_CONTABLE=0126; TBK_FECHA_TRANSACCION=0126; TBK_HORA_TRANSACCION=062808; TBK_ID_SESION=1; TBK_ID_TRANSACCION=715993539; TBK_TIPO_PAGO=VD; TBK_NUMERO_CUOTAS=0; TBK_VCI=TSY; TBK_MAC=44eaa819bfe6085a5476000016f7a7d179f7212d1b030299e39e114d2a5b8b8a24b27c2a987291280ec9f35bb68dffbe9c265c4410b71e2559461454a06d7c85a01772154441c29f166fe09f6242ac04fc4a358e5f820395f9d7afa9359f3bdd3fa35dc50c5f2d3cc020ce6f00bc2621ba0d9f2536b2df900a0b6ea2346dcf7e
